order_id,order_date,category,order_value_inr
OD100027,2023-04-24 05:57:13,Fashion,4639.2
OD100309,2023-04-24 08:11:52,Fashion,418.96
OD100650,2023-04-24 09:30:44,Home & Kitchen,2076.72
OD101436,2023-04-24 11:03:25,Home & Kitchen,2039.47
OD101200,2023-04-24 13:06:44,Mobiles,5729.94
OD100883,2023-04-24 14:09:09,Fashion,591.55
OD100469,2023-04-24 14:23:16,Fashion,2184.75
OD101156,2023-04-24 15:15:59,Electronics,1466.51
OD100546,2023-04-24 17:45:41,Electronics,7835.2
OD101454,2023-04-24 18:06:06,Beauty,6296.06
OD100168,2023-04-25 16:41:49,Fashion,860.96
OD100836,2023-04-25 20:09:52,Home & Kitchen,2263.55
OD101311,2023-04-26 16:02:06,Mobiles,6846.48
OD101078,2023-04-26 19:02:40,Fashion,4061.98
OD100425,2023-04-26 20:13:25,Fashion,4088.6
OD101411,2023-04-26 22:19:49,Mobiles,1125.88
OD100343,2023-04-27 06:57:33,Home & Kitchen,1183.74
OD100612,2023-04-27 14:35:01,Home & Kitchen,1204.81
OD100851,2023-04-27 16:05:46,Home & Kitchen,4169.7
OD100599,2023-04-27 21:39:09,Fashion,2235.41
OD101108,2023-04-28 01:42:39,Mobiles,4407.33
OD100448,2023-04-28 11:10:35,Electronics,4099.39
OD100982,2023-04-28 12:53:44,Home & Kitchen,4219.24
OD100809,2023-04-28 15:33:31,Mobiles,3512.39
OD100427,2023-04-28 16:07:14,Fashion,1567.77
OD101381,2023-04-28 18:32:09,Electronics,4340.73
OD100493,2023-04-28 23:10:57,Fashion,3408.58
OD100890,2023-04-29 00:09:18,Fashion,1390.57
OD100789,2023-04-29 00:54:59,Electronics,1610.26
OD100342,2023-04-29 13:58:54,Electronics,3330.19
OD100987,2023-04-29 20:49:16,Electronics,1868.85
OD100259,2023-04-29 22:03:41,Home & Kitchen,2147.38
OD101452,2023-04-30 01:47:31,Mobiles,5697.09
OD100619,2023-04-30 03:04:18,Mobiles,3684.98
OD101071,2023-04-30 10:54:15,Mobiles,828.66
OD101429,2023-04-30 11:02:16,Fashion,458.5
OD100166,2023-04-30 15:21:08,Fashion,2405.31
OD101184,2023-04-30 21:43:34,Home & Kitchen,2424.13
OD101481,2023-04-30 23:54:47,Electronics,2974.28
OD101334,2023-05-01 01:38:24,Mobiles,711.33
OD100740,2023-05-01 05:59:59,Electronics,10125.58
OD100326,2023-05-01 14:59:18,Home & Kitchen,6317.29
OD101498,2023-05-01 20:02:19,Mobiles,2986.61
OD101182,2023-05-02 03:23:35,Home & Kitchen,1583.94
OD100660,2023-05-02 11:21:40,Electronics,5244.66
OD100136,2023-05-02 12:35:46,Fashion,1149.62
OD100218,2023-05-02 15:54:59,Beauty,6821.18
OD101223,2023-05-02 15:57:09,Beauty,950.35
OD100403,2023-05-02 19:23:47,Home & Kitchen,2140.68
OD100819,2023-05-02 19:34:01,Beauty,3654.44
OD100014,2023-05-02 20:07:30,Home & Kitchen,5482.1
OD101407,2023-05-03 10:20:23,Electronics,7650.29
OD100294,2023-05-03 15:11:51,Electronics,4372.57
OD100287,2023-05-03 19:36:57,Beauty,2502.91
OD101038,2023-05-03 19:41:17,Electronics,3764.51
OD100719,2023-05-03 21:14:04,Electronics,3597.45
OD100426,2023-05-03 22:04:28,Beauty,1830.2
OD100867,2023-05-04 04:11:42,Beauty,443.54
OD100033,2023-05-04 04:14:50,Mobiles,1043.69
OD101495,2023-05-04 12:56:14,Mobiles,2557.73
OD101451,2023-05-04 17:05:27,Electronics,1586.11
OD100327,2023-05-04 20:23:15,Electronics,1483.3
OD101345,2023-05-04 23:56:45,Electronics,1877.1
OD101435,2023-05-05 10:10:40,Beauty,1778.7
OD100124,2023-05-05 20:51:18,Fashion,358.07
OD100791,2023-05-06 02:21:10,Fashion,2485.23
OD101232,2023-05-06 13:31:20,Electronics,1747.39
OD100922,2023-05-06 20:30:03,Mobiles,3594.66
OD101147,2023-05-07 00:51:04,Home & Kitchen,10222.85
OD100814,2023-05-07 10:13:57,Electronics,991.75
OD100078,2023-05-07 16:34:57,Mobiles,1104.27
OD100054,2023-05-07 20:10:14,Electronics,6411.88
OD100641,2023-05-07 23:25:23,Mobiles,7901.96
OD100099,2023-05-08 00:13:59,Mobiles,718.45
OD100910,2023-05-08 03:54:28,Mobiles,3748.35
OD100384,2023-05-08 08:08:29,Fashion,4810.81
OD100117,2023-05-08 08:12:28,Electronics,2059.29
OD101210,2023-05-08 23:39:23,Home & Kitchen,1862.77
OD100957,2023-05-09 01:57:06,Beauty,1327.23
OD101230,2023-05-09 06:25:22,Beauty,3859.43
OD100705,2023-05-09 10:58:36,Mobiles,1019.77
OD101193,2023-05-09 11:01:57,Home & Kitchen,519.89
OD101158,2023-05-09 23:59:12,Beauty,756.88
OD101201,2023-05-10 01:36:27,Mobiles,846.42
OD100697,2023-05-10 02:08:01,Electronics,652.09
OD100061,2023-05-10 10:42:01,Electronics,2207.75
OD101266,2023-05-11 02:46:54,Fashion,1654.82
OD100458,2023-05-11 12:06:52,Fashion,1157.0
OD100387,2023-05-11 21:49:12,Mobiles,1327.75
OD100433,2023-05-12 02:10:37,Home & Kitchen,3739.31
OD100143,2023-05-12 05:04:57,Mobiles,2315.97
OD100573,2023-05-12 10:23:25,Beauty,5912.02
OD101292,2023-05-12 11:40:28,Fashion,845.69
OD100067,2023-05-12 20:32:46,Fashion,2451.14
OD100801,2023-05-12 22:12:46,Mobiles,319.89
OD100804,2023-05-13 06:09:38,Fashion,3748.63
OD101369,2023-05-13 08:03:07,Electronics,4867.68
OD100677,2023-05-13 09:20:59,Fashion,1511.71
OD101271,2023-05-13 10:09:34,Mobiles,4051.01
OD101418,2023-05-13 15:21:23,Fashion,1233.48
OD100391,2023-05-13 18:36:01,Fashion,1996.44
OD100247,2023-05-14 02:49:22,Home & Kitchen,530.95
OD100275,2023-05-14 04:11:45,Mobiles,1268.66
OD100463,2023-05-14 08:18:42,Mobiles,697.38
OD101459,2023-05-14 15:58:38,Fashion,809.29
OD100736,2023-05-14 16:58:11,Mobiles,566.22
OD101449,2023-05-15 07:57:23,Mobiles,3022.07
OD100591,2023-05-15 08:44:36,Beauty,4462.42
OD100491,2023-05-15 10:46:50,Mobiles,7860.86
OD101460,2023-05-15 11:23:47,Fashion,1345.78
OD100808,2023-05-15 12:57:46,Fashion,1723.69
OD101413,2023-05-15 14:49:42,Home & Kitchen,324.84
OD101333,2023-05-15 18:13:28,Mobiles,3767.39
OD101396,2023-05-16 05:33:02,Electronics,966.82
OD100914,2023-05-16 05:41:35,Mobiles,3098.43
OD100915,2023-05-16 11:53:58,Home & Kitchen,792.85
OD100292,2023-05-16 15:01:10,Mobiles,3427.99
OD100753,2023-05-16 15:41:17,Beauty,873.58
OD100671,2023-05-16 17:18:18,Home & Kitchen,7646.94
OD100586,2023-05-17 14:27:09,Mobiles,483.54
OD100223,2023-05-17 20:03:05,Electronics,3247.46
OD101040,2023-05-17 23:15:06,Fashion,3853.44
OD100929,2023-05-18 05:53:29,Fashion,990.15
OD101132,2023-05-18 10:48:52,Mobiles,2509.38
OD100894,2023-05-18 14:44:36,Fashion,6426.38
OD100150,2023-05-18 20:20:49,Beauty,840.11
OD100341,2023-05-21 02:44:38,Fashion,7827.27
OD101338,2023-05-21 11:46:31,Home & Kitchen,1963.46
OD100932,2023-05-21 19:00:11,Electronics,927.73
OD101426,2023-05-22 02:16:58,Mobiles,812.67
OD100242,2023-05-22 03:33:46,Fashion,3961.51
OD101387,2023-05-22 10:09:43,Electronics,3127.3
OD101360,2023-05-22 12:04:15,Fashion,2085.34
OD100940,2023-05-22 15:15:01,Mobiles,8337.63
OD100471,2023-05-22 16:00:32,Electronics,2034.89
OD101007,2023-05-22 16:50:26,Fashion,920.51
OD101246,2023-05-22 18:19:12,Mobiles,1347.83
OD100196,2023-05-22 22:00:06,Electronics,1520.6
OD100799,2023-05-23 17:32:22,Mobiles,9730.41
OD100404,2023-05-23 20:54:56,Mobiles,9624.69
OD100710,2023-05-24 06:23:46,Fashion,329.58
OD101421,2023-05-24 10:14:52,Home & Kitchen,1761.07
OD100253,2023-05-24 16:25:25,Home & Kitchen,1371.42
OD100514,2023-05-24 21:09:55,Home & Kitchen,2857.4
OD101143,2023-05-24 21:39:56,Mobiles,1345.02
OD101149,2023-05-25 04:18:00,Fashion,4378.39
OD100976,2023-05-25 05:10:55,Beauty,2216.83
OD100368,2023-05-25 17:07:27,Home & Kitchen,1173.96
OD100444,2023-05-26 14:27:11,Home & Kitchen,937.46
OD100970,2023-05-26 15:00:06,Fashion,2355.31
OD100241,2023-05-26 21:21:11,Mobiles,3799.25
OD100040,2023-05-27 09:30:37,Fashion,1450.33
OD100924,2023-05-27 09:38:35,Mobiles,738.94
OD100631,2023-05-27 13:08:13,Electronics,3807.58
OD100449,2023-05-28 01:43:55,Mobiles,2457.64
OD100132,2023-05-28 05:07:22,Mobiles,5781.17
OD100167,2023-05-28 05:54:54,Mobiles,2722.31
OD100455,2023-05-28 16:46:26,Mobiles,1051.44
OD100170,2023-05-28 18:22:56,Mobiles,399.65
OD100739,2023-05-28 21:51:34,Mobiles,1713.17
OD100621,2023-05-28 23:52:53,Fashion,1672.18
OD100171,2023-05-29 02:42:12,Electronics,1912.49
OD100848,2023-05-29 12:19:55,Home & Kitchen,1447.94
OD101077,2023-05-29 13:40:02,Electronics,4516.68
OD100071,2023-05-29 14:30:20,Home & Kitchen,1349.82
OD100898,2023-05-29 15:24:19,Mobiles,2060.2
OD100540,2023-05-29 22:22:13,Electronics,413.88
OD101468,2023-05-30 13:05:39,Electronics,1190.48
OD100354,2023-05-30 23:02:08,Home & Kitchen,1448.96
OD101219,2023-05-31 02:31:45,Fashion,521.36
OD100328,2023-05-31 06:53:28,Electronics,8615.04
OD100765,2023-05-31 09:08:27,Home & Kitchen,2583.76
OD101199,2023-05-31 15:10:46,Beauty,5268.38
OD100955,2023-05-31 17:06:13,Mobiles,2625.21
OD100260,2023-05-31 17:25:04,Fashion,1189.14
OD100959,2023-06-01 00:01:08,Beauty,3243.74
OD100964,2023-06-01 04:01:59,Home & Kitchen,2071.2
OD100158,2023-06-01 07:14:42,Fashion,673.72
OD101103,2023-06-01 09:49:42,Electronics,473.06
OD100688,2023-06-01 11:31:51,Fashion,8829.79
OD101024,2023-06-01 11:47:42,Mobiles,470.94
OD100676,2023-06-01 20:12:18,Fashion,3613.82
OD101225,2023-06-01 20:28:30,Beauty,1080.86
OD100075,2023-06-02 15:07:57,Electronics,3247.14
OD100668,2023-06-02 19:11:44,Mobiles,3318.7
OD100755,2023-06-02 23:34:08,Home & Kitchen,1080.76
OD100348,2023-06-03 02:29:35,Home & Kitchen,1414.91
OD100653,2023-06-03 03:55:31,Fashion,4692.49
OD100036,2023-06-03 05:08:43,Mobiles,3199.61
OD101032,2023-06-03 14:12:01,Mobiles,3079.44
OD100363,2023-06-03 17:14:48,Home & Kitchen,1896.98
OD100998,2023-06-03 21:59:32,Mobiles,471.21
OD100005,2023-06-04 02:38:12,Electronics,2096.02
OD100397,2023-06-04 16:19:46,Mobiles,8575.06
OD101308,2023-06-04 18:12:52,Fashion,803.79
OD100823,2023-06-04 23:00:09,Fashion,1088.54
OD101049,2023-06-05 04:45:08,Mobiles,1089.01
OD100777,2023-06-05 08:44:02,Mobiles,2575.2
OD101438,2023-06-05 10:09:05,Electronics,1890.73
OD100873,2023-06-05 15:59:23,Fashion,2960.79
OD100781,2023-06-05 17:50:44,Electronics,719.54
OD100656,2023-06-05 21:42:17,Electronics,1847.42
OD100073,2023-06-06 00:24:14,Fashion,2939.98
OD100255,2023-06-07 08:44:15,Beauty,4427.71
OD101135,2023-06-07 18:08:04,Electronics,3832.96
OD100920,2023-06-07 21:35:11,Electronics,303.99
OD100602,2023-06-08 00:05:44,Electronics,394.74
OD100830,2023-06-08 02:23:03,Fashion,510.58
OD101137,2023-06-09 12:08:57,Electronics,3371.35
OD101019,2023-06-10 02:24:00,Mobiles,1953.07
OD100825,2023-06-10 06:07:00,Electronics,460.42
OD101422,2023-06-10 20:50:40,Mobiles,1055.31
OD101428,2023-06-10 22:20:21,Fashion,6898.71
OD101030,2023-06-11 09:12:34,Beauty,2123.57
OD100018,2023-06-11 11:56:07,Fashion,651.44
OD101350,2023-06-11 14:04:36,Fashion,1704.23
OD101226,2023-06-11 15:45:11,Mobiles,565.12
OD100295,2023-06-12 04:22:18,Electronics,2309.2
OD101207,2023-06-12 09:28:53,Mobiles,5990.46
OD101425,2023-06-12 10:22:30,Mobiles,7151.12
OD100082,2023-06-13 02:14:21,Mobiles,4302.43
OD101169,2023-06-13 06:41:02,Mobiles,1817.21
OD100685,2023-06-13 13:16:50,Fashion,3349.86
OD101084,2023-06-13 16:23:44,Home & Kitchen,1714.61
OD101383,2023-06-13 18:33:53,Fashion,3772.44
OD101197,2023-06-14 09:00:47,Home & Kitchen,2989.01
OD100700,2023-06-15 00:02:42,Fashion,1225.89
OD101276,2023-06-15 16:33:14,Home & Kitchen,11678.34
OD100770,2023-06-16 03:59:04,Mobiles,8681.12
OD100243,2023-06-16 10:55:04,Fashion,2985.32
OD100245,2023-06-16 22:01:08,Fashion,4974.73
OD101003,2023-06-17 03:30:44,Beauty,1719.57
OD101296,2023-06-17 08:40:21,Fashion,2463.67
OD100415,2023-06-17 16:29:51,Mobiles,1368.64
OD100841,2023-06-17 22:19:47,Beauty,2141.48
OD100768,2023-06-18 16:10:58,Fashion,1076.9
OD100008,2023-06-18 19:43:06,Electronics,1563.66
OD100128,2023-06-19 04:09:15,Mobiles,6057.54
OD100215,2023-06-19 11:46:35,Beauty,1785.96
OD100470,2023-06-19 13:31:11,Fashion,991.33
OD100256,2023-06-19 17:39:35,Home & Kitchen,7675.32
OD101141,2023-06-19 20:57:49,Fashion,6883.05
OD101048,2023-06-19 22:08:36,Mobiles,3449.45
OD100483,2023-06-20 07:58:15,Electronics,427.18
OD100210,2023-06-20 15:35:08,Home & Kitchen,1744.75
OD101252,2023-06-20 17:52:47,Mobiles,2370.89
OD100329,2023-06-20 21:22:40,Mobiles,532.83
OD101159,2023-06-21 00:15:21,Electronics,2033.67
OD101134,2023-06-21 10:03:44,Electronics,11987.76
OD100833,2023-06-21 17:32:48,Home & Kitchen,4387.05
OD100633,2023-06-21 18:17:40,Fashion,2531.89
OD100164,2023-06-22 05:48:48,Electronics,5606.23
OD101105,2023-06-22 06:08:30,Home & Kitchen,17313.38
OD100510,2023-06-22 10:53:47,Home & Kitchen,739.86
OD101089,2023-06-22 11:57:21,Mobiles,996.29
OD100613,2023-06-22 20:00:28,Mobiles,953.77
OD100417,2023-06-22 21:05:51,Electronics,302.39
OD101044,2023-06-23 03:56:46,Fashion,2460.66
OD100897,2023-06-23 04:39:00,Fashion,1393.03
OD101118,2023-06-23 17:58:52,Electronics,2386.82
OD100678,2023-06-24 00:04:48,Electronics,362.79
OD101461,2023-06-24 02:43:23,Fashion,1704.11
OD100592,2023-06-24 06:56:00,Fashion,4816.07
OD100420,2023-06-24 23:40:05,Electronics,9441.91
OD100609,2023-06-25 01:48:22,Home & Kitchen,9336.04
OD100398,2023-06-25 04:00:15,Home & Kitchen,2128.89
OD101164,2023-06-25 09:09:54,Fashion,723.62
OD100133,2023-06-25 11:20:18,Mobiles,2608.19
OD100511,2023-06-25 11:20:25,Fashion,1918.96
OD100617,2023-06-25 20:03:37,Fashion,933.95
OD100859,2023-06-26 00:45:00,Electronics,7182.17
OD101215,2023-06-26 01:31:53,Beauty,9555.75
OD101055,2023-06-26 22:01:09,Home & Kitchen,6259.53
OD100690,2023-06-26 22:28:58,Electronics,2055.96
OD101298,2023-06-27 00:57:54,Home & Kitchen,2886.3
OD100056,2023-06-27 14:47:31,Home & Kitchen,5471.71
OD100068,2023-06-27 18:21:47,Electronics,410.81
OD100537,2023-06-28 01:39:10,Beauty,1567.07
OD100269,2023-06-28 11:37:20,Mobiles,960.17
OD100670,2023-06-28 12:20:47,Fashion,2363.26
OD101138,2023-06-28 13:44:13,Home & Kitchen,1531.59
OD100187,2023-06-28 20:28:22,Electronics,1851.88
OD100359,2023-06-29 06:03:48,Mobiles,4616.46
OD101090,2023-06-29 20:39:33,Mobiles,2336.37
OD101198,2023-06-29 20:43:04,Electronics,892.21
OD100439,2023-06-30 02:07:55,Home & Kitchen,12168.11
OD101420,2023-06-30 09:42:06,Mobiles,504.57
OD100153,2023-06-30 11:39:34,Electronics,1086.63
OD100116,2023-06-30 15:02:19,Fashion,368.81
OD101151,2023-06-30 15:34:06,Fashion,2547.33
OD100909,2023-07-01 03:18:24,Electronics,5192.31
OD100694,2023-07-01 12:33:15,Fashion,4322.64
OD100572,2023-07-01 19:41:29,Mobiles,1387.72
OD100601,2023-07-01 20:40:15,Electronics,1683.46
OD101469,2023-07-02 00:51:47,Electronics,2565.36
OD101092,2023-07-02 02:36:49,Beauty,3046.89
OD100772,2023-07-02 17:30:03,Fashion,3116.73
OD100858,2023-07-03 01:00:28,Beauty,2918.72
OD101379,2023-07-03 18:11:36,Mobiles,775.38
OD100811,2023-07-03 20:02:17,Mobiles,2524.67
OD100440,2023-07-04 00:47:56,Fashion,2264.8
OD101234,2023-07-04 06:58:13,Electronics,4301.35
OD100847,2023-07-04 09:30:36,Mobiles,1081.85
OD100060,2023-07-04 10:01:21,Fashion,470.89
OD100849,2023-07-04 18:15:17,Mobiles,5941.74
OD100025,2023-07-04 18:33:56,Fashion,2639.63
OD100146,2023-07-05 08:10:46,Home & Kitchen,4783.15
OD100140,2023-07-05 12:37:24,Beauty,1339.26
OD100134,2023-07-05 12:51:28,Home & Kitchen,4680.93
OD100347,2023-07-05 14:53:47,Mobiles,422.46
OD101086,2023-07-05 17:11:47,Home & Kitchen,1050.33
OD100643,2023-07-05 17:35:57,Beauty,1069.82
OD100800,2023-07-06 02:27:25,Mobiles,567.67
OD100001,2023-07-06 06:41:18,Electronics,584.8
OD101140,2023-07-06 08:00:48,Home & Kitchen,2570.13
OD100655,2023-07-06 08:30:10,Home & Kitchen,3431.27
OD100832,2023-07-07 02:03:24,Fashion,4857.0
OD100464,2023-07-07 08:41:31,Home & Kitchen,318.68
OD101251,2023-07-07 10:03:34,Fashion,1199.34
OD101231,2023-07-07 12:55:05,Mobiles,8885.48
OD101288,2023-07-08 05:44:42,Fashion,1293.61
OD101409,2023-07-08 05:50:30,Mobiles,3657.73
OD101346,2023-07-08 06:05:47,Fashion,1868.8
OD100248,2023-07-08 06:27:53,Electronics,1970.76
OD101399,2023-07-08 21:30:56,Fashion,8441.24
OD100524,2023-07-09 03:07:30,Mobiles,948.12
OD100293,2023-07-09 06:03:54,Beauty,4621.45
OD100975,2023-07-09 06:37:05,Home & Kitchen,3512.35
OD100498,2023-07-09 08:06:32,Mobiles,2549.8
OD100336,2023-07-09 15:36:42,Mobiles,755.66
OD101448,2023-07-09 23:18:06,Fashion,896.06
OD100818,2023-07-10 05:05:43,Electronics,5547.5
OD101062,2023-07-10 11:32:33,Electronics,2992.43
OD100649,2023-07-10 13:13:25,Electronics,2102.12
OD100578,2023-07-10 13:13:54,Home & Kitchen,1916.26
OD101152,2023-07-11 02:40:55,Fashion,436.06
OD101257,2023-07-11 03:27:57,Home & Kitchen,687.94
OD100712,2023-07-11 09:10:30,Home & Kitchen,432.07
OD101431,2023-07-11 15:45:00,Mobiles,743.2
OD100870,2023-07-11 18:01:36,Beauty,577.43
OD100751,2023-07-11 22:32:02,Mobiles,1566.14
OD101187,2023-07-12 03:03:09,Mobiles,2486.82
OD100651,2023-07-12 06:34:11,Beauty,1451.24
OD101293,2023-07-12 06:37:31,Home & Kitchen,7861.64
OD101129,2023-07-12 08:09:13,Electronics,2370.82
OD101450,2023-07-12 15:19:08,Home & Kitchen,1623.16
OD101101,2023-07-12 20:41:28,Fashion,1014.9
OD100722,2023-07-13 01:14:00,Beauty,4127.41
OD101034,2023-07-13 03:51:28,Electronics,3688.44
OD100522,2023-07-13 13:09:33,Mobiles,1403.14
OD100921,2023-07-13 17:03:33,Beauty,3470.19
OD100630,2023-07-13 18:35:25,Beauty,10774.77
OD101058,2023-07-13 21:08:49,Mobiles,499.24
OD100261,2023-07-14 15:16:09,Fashion,498.94
OD100063,2023-07-14 23:16:04,Home & Kitchen,328.44
OD100331,2023-07-15 00:08:31,Fashion,2001.13
OD100042,2023-07-15 03:51:10,Electronics,1656.29
OD100213,2023-07-15 10:46:12,Mobiles,460.23
OD100305,2023-07-15 10:54:54,Home & Kitchen,3751.22
OD100423,2023-07-15 12:39:57,Beauty,6019.73
OD100717,2023-07-15 23:59:40,Mobiles,2726.48
OD100925,2023-07-16 00:59:51,Fashion,517.13
OD100603,2023-07-16 05:23:51,Mobiles,641.03
OD100683,2023-07-17 02:11:48,Home & Kitchen,1738.13
OD101061,2023-07-17 20:32:33,Home & Kitchen,4611.56
OD101414,2023-07-18 04:14:42,Home & Kitchen,3446.39
OD101357,2023-07-18 15:43:30,Mobiles,376.34
OD100268,2023-07-19 00:08:16,Electronics,1173.92
OD101245,2023-07-19 01:20:56,Fashion,696.26
OD101042,2023-07-19 18:08:16,Mobiles,2953.25
OD100803,2023-07-20 08:34:12,Mobiles,542.0
OD100222,2023-07-20 10:59:11,Mobiles,3505.7
OD100960,2023-07-20 20:08:14,Fashion,876.47
OD100401,2023-07-21 08:08:03,Electronics,4016.96
OD100355,2023-07-22 03:09:52,Electronics,1453.35
OD100477,2023-07-22 03:28:41,Fashion,2276.33
OD100672,2023-07-22 12:49:23,Home & Kitchen,2013.23
OD100636,2023-07-23 00:35:37,Electronics,2264.88
OD101209,2023-07-23 02:16:29,Fashion,9364.48
OD101347,2023-07-23 06:51:23,Fashion,3872.79
OD100794,2023-07-23 07:05:10,Beauty,8199.4
OD100380,2023-07-23 08:19:47,Mobiles,448.62
OD100889,2023-07-23 16:24:28,Beauty,1402.58
OD100339,2023-07-23 17:43:52,Home & Kitchen,8755.98
OD101384,2023-07-23 18:49:11,Mobiles,634.22
OD101017,2023-07-23 22:38:59,Mobiles,912.69
OD101304,2023-07-24 01:33:52,Fashion,2414.03
OD100754,2023-07-24 13:52:16,Electronics,1948.47
OD101405,2023-07-24 18:17:24,Fashion,1254.16
OD100197,2023-07-25 10:46:04,Fashion,2088.89
OD100149,2023-07-25 17:02:03,Mobiles,1049.52
OD100558,2023-07-25 19:24:22,Home & Kitchen,2061.84
OD101284,2023-07-26 02:28:53,Mobiles,4852.96
OD101267,2023-07-26 03:21:11,Mobiles,1832.21
OD100783,2023-07-26 05:04:34,Mobiles,3633.59
OD100096,2023-07-26 07:06:53,Fashion,683.61
OD101012,2023-07-26 18:22:37,Mobiles,1859.17
OD101361,2023-07-26 19:48:37,Fashion,2686.12
OD100490,2023-07-26 23:25:50,Fashion,847.27
OD100644,2023-07-27 00:01:33,Mobiles,2599.46
OD100973,2023-07-27 00:46:45,Fashion,1029.14
OD100526,2023-07-27 18:03:58,Mobiles,926.82
OD100962,2023-07-27 19:34:25,Fashion,5949.61
OD101025,2023-07-27 22:01:43,Electronics,3935.59
OD101299,2023-07-28 12:08:51,Electronics,951.85
OD100566,2023-07-28 18:26:42,Electronics,2477.43
OD100094,2023-07-28 21:35:57,Home & Kitchen,755.38
OD101079,2023-07-29 04:28:52,Electronics,3875.67
OD101244,2023-07-29 09:29:08,Electronics,4438.01
OD100996,2023-07-29 11:58:19,Electronics,2249.91
OD100816,2023-07-29 14:26:53,Fashion,538.6
OD101072,2023-07-29 20:10:54,Electronics,3264.67
OD100745,2023-07-29 20:52:27,Electronics,599.63
OD100252,2023-07-30 04:51:06,Mobiles,469.72
OD101356,2023-07-30 04:53:54,Home & Kitchen,766.96
OD100122,2023-07-30 16:18:08,Mobiles,1526.5
OD100258,2023-07-31 11:56:32,Fashion,8058.14
OD100127,2023-07-31 14:13:20,Fashion,1152.57
OD100424,2023-07-31 19:01:57,Mobiles,4120.93
OD100893,2023-07-31 22:40:53,Mobiles,1218.69
OD100285,2023-08-01 06:09:05,Fashion,2047.34
OD100214,2023-08-01 09:59:33,Beauty,5672.9
OD100371,2023-08-01 10:59:35,Mobiles,3653.23
OD100661,2023-08-01 13:47:24,Mobiles,1099.76
OD100322,2023-08-01 18:53:54,Mobiles,1238.82
OD100408,2023-08-02 22:45:39,Home & Kitchen,4413.68
OD101351,2023-08-03 00:01:59,Fashion,2570.49
OD100556,2023-08-03 11:11:39,Electronics,6558.89
OD100019,2023-08-03 15:08:27,Electronics,1102.03
OD100114,2023-08-03 15:20:56,Mobiles,677.67
OD100064,2023-08-04 07:28:01,Fashion,1669.6
OD100892,2023-08-04 15:46:23,Home & Kitchen,4192.22
OD100885,2023-08-04 20:10:19,Electronics,1225.96
OD100306,2023-08-05 08:27:27,Beauty,1254.3
OD101119,2023-08-05 18:06:23,Home & Kitchen,1236.74
OD100044,2023-08-05 19:12:50,Electronics,483.14
OD100553,2023-08-06 03:53:24,Home & Kitchen,2971.37
OD100757,2023-08-06 10:00:51,Mobiles,2972.28
OD101464,2023-08-07 06:09:30,Electronics,3618.36
OD100396,2023-08-07 11:40:37,Electronics,1858.5
OD100139,2023-08-07 14:23:54,Mobiles,1516.41
OD100904,2023-08-07 15:46:48,Fashion,2047.58
OD100162,2023-08-07 17:41:46,Electronics,1583.49
OD100618,2023-08-08 05:33:03,Beauty,3018.53
OD101337,2023-08-08 12:43:58,Electronics,545.17
OD101249,2023-08-08 19:13:09,Mobiles,514.9
OD100472,2023-08-08 19:39:43,Mobiles,3144.62
OD100129,2023-08-09 00:02:15,Mobiles,607.64
OD100141,2023-08-09 00:16:41,Mobiles,2247.98
OD101136,2023-08-09 03:59:07,Electronics,1758.81
OD101253,2023-08-09 06:49:39,Fashion,4370.61
OD100091,2023-08-09 19:04:11,Mobiles,3355.92
OD100083,2023-08-09 20:43:49,Mobiles,4619.87
OD101202,2023-08-10 00:31:05,Mobiles,3642.06
OD100999,2023-08-10 04:15:33,Electronics,2911.57
OD100877,2023-08-10 19:28:48,Home & Kitchen,481.75
OD100434,2023-08-11 14:53:20,Mobiles,1904.23
OD100357,2023-08-11 19:03:25,Electronics,3946.89
OD100956,2023-08-12 01:41:37,Mobiles,610.65
OD101404,2023-08-12 05:12:45,Mobiles,3135.89
OD101392,2023-08-12 20:08:05,Electronics,347.35
OD101067,2023-08-12 23:13:55,Beauty,7294.01
OD100304,2023-08-13 22:09:14,Beauty,438.66
OD100093,2023-08-13 22:48:41,Electronics,1472.22
OD100503,2023-08-14 03:43:24,Mobiles,4231.71
OD101240,2023-08-14 09:32:39,Mobiles,1396.5
OD101031,2023-08-14 14:38:50,Home & Kitchen,677.0
OD101339,2023-08-14 15:41:25,Mobiles,6636.54
OD100446,2023-08-14 17:57:19,Home & Kitchen,678.39
OD100750,2023-08-14 19:51:52,Electronics,1362.62
OD100065,2023-08-14 23:01:39,Fashion,1173.04
OD100325,2023-08-15 01:43:59,Home & Kitchen,1721.1
OD100392,2023-08-15 13:58:23,Electronics,1594.0
OD101279,2023-08-16 06:41:09,Mobiles,841.8
OD101358,2023-08-16 09:29:36,Mobiles,870.8
OD101312,2023-08-16 13:17:23,Beauty,9059.28
OD101285,2023-08-16 17:00:34,Fashion,1420.21
OD101185,2023-08-16 18:20:30,Fashion,1109.91
OD101148,2023-08-16 19:36:14,Fashion,2920.05
OD100716,2023-08-17 00:01:53,Mobiles,1387.36
OD100277,2023-08-17 20:29:41,Beauty,939.55
OD101016,2023-08-18 06:29:32,Mobiles,320.0
OD100567,2023-08-18 12:46:46,Electronics,1733.48
OD100963,2023-08-18 19:56:57,Fashion,870.38
OD101442,2023-08-19 10:07:05,Mobiles,2455.23
OD101330,2023-08-19 16:30:56,Mobiles,5412.45
OD100584,2023-08-19 23:06:01,Fashion,5127.07
